timestamp,log_level,component,message,event_type,user_id,device_id,policy_id,source_ip,destination_ip,status
2025-09-17T03:00:39.922258,WARNING,DeviceService,User 210 login attempt FAILED.,AUTH_ATTEMPT,210,,,,,FAILED
2025-09-17T03:02:39.922258,WARNING,PolicyService,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T03:07:39.922258,INFO,UI,User 207 made DELETE request to /devices.,API_CALL,207,,,,,
2025-09-17T03:08:39.922258,INFO,AuthService,Policy 317 deployment to device 110 SUCCESS.,POLICY_DEPLOYMENT,,110,317,,,SUCCESS
2025-09-17T03:10:39.922258,ERROR,DeviceService,Database connection lost.,ERROR,,,,,,
2025-09-17T03:12:39.922258,ERROR,ReportGenerator,Database connection lost.,ERROR,,,,,,
2025-09-17T03:13:39.922258,ERROR,UI,Device 104 status changed to Offline.,DEVICE_STATUS_CHANGE,,104,,,,
2025-09-17T03:14:39.922258,DEBUG,PolicyService,Policy 306 deployment to device 104 PENDING.,POLICY_DEPLOYMENT,,104,306,,,PENDING
2025-09-17T03:18:39.922258,ERROR,ReportGenerator,Memory allocation failed.,ERROR,,,,,,
2025-09-17T03:25:39.922258,ERROR,DeviceService,Policy 315 deployment to device 105 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,105,315,,,FAILED
2025-09-17T03:26:39.922258,INFO,DeviceService,User 206 made PUT request to /policies.,API_CALL,206,,,,,
2025-09-17T03:30:39.922258,ERROR,NetworkMonitor,Memory allocation failed.,ERROR,,,,192.168.160.166,10.2.4.146,
2025-09-17T03:36:39.922258,DEBUG,DeviceService,User 205 made PUT request to /users.,API_CALL,205,,,,,
2025-09-17T03:42:39.922258,WARNING,PolicyService,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T03:49:39.922258,INFO,DeviceService,Policy 303 deployment to device 105 SUCCESS.,POLICY_DEPLOYMENT,,105,303,,,SUCCESS
2025-09-17T03:54:39.922258,ERROR,AuthService,Policy 313 deployment to device 102 SUCCESS.,POLICY_DEPLOYMENT,,102,313,,,SUCCESS
2025-09-17T04:03:39.922258,DEBUG,ReportGenerator,Policy 319 deployment to device 101 SUCCESS.,POLICY_DEPLOYMENT,,101,319,,,SUCCESS
2025-09-17T04:04:39.922258,WARNING,PolicyService,User 210 login attempt FAILED.,AUTH_ATTEMPT,210,,,,,FAILED
2025-09-17T04:06:39.922258,WARNING,ReportGenerator,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T04:12:39.922258,WARNING,ReportGenerator,User 208 login attempt FAILED.,AUTH_ATTEMPT,208,,,,,FAILED
2025-09-17T04:15:39.922258,INFO,DeviceService,Policy 301 deployment to device 110 SUCCESS.,POLICY_DEPLOYMENT,,110,301,,,SUCCESS
2025-09-17T04:17:39.922258,DEBUG,UI,User 201 made DELETE request to /users.,API_CALL,201,,,,,
2025-09-17T04:21:39.922258,INFO,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T04:30:39.922258,DEBUG,DeviceService,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T04:31:39.922258,ERROR,DeviceService,Network unreachable.,ERROR,,,,192.168.68.64,10.148.54.12,
2025-09-17T04:33:39.922258,ERROR,PolicyService,Policy 301 deployment to device 107 PENDING.,POLICY_DEPLOYMENT,,107,301,,,PENDING
2025-09-17T04:39:39.922258,ERROR,NetworkMonitor,Network unreachable.,ERROR,,,,192.168.175.47,10.253.177.214,
2025-09-17T04:44:39.922258,WARNING,PolicyService,Device 102 status changed to Offline.,DEVICE_STATUS_CHANGE,,102,,,,
2025-09-17T04:52:39.922258,INFO,AuthService,User 207 made GET request to /devices.,API_CALL,207,,,,,
2025-09-17T04:55:39.922258,ERROR,ReportGenerator,Device 109 status changed to Offline.,DEVICE_STATUS_CHANGE,,109,,,,
2025-09-17T05:03:39.922258,INFO,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T05:11:39.922258,WARNING,PolicyService,Device 102 status changed to Offline.,DEVICE_STATUS_CHANGE,,102,,,,
2025-09-17T05:21:39.922258,WARNING,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T05:31:39.922258,INFO,ReportGenerator,User 205 made PUT request to /devices.,API_CALL,205,,,,,
2025-09-17T05:38:39.922258,INFO,PolicyService,User 203 made DELETE request to /policies.,API_CALL,203,,,,,
2025-09-17T05:44:39.922258,ERROR,AuthService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T05:50:39.922258,WARNING,ReportGenerator,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-17T05:51:39.922258,DEBUG,UI,User 205 viewed dashboard.,UI_ACTION,205,,,,,
2025-09-17T05:53:39.922258,INFO,AuthService,Device 103 status changed to Online.,DEVICE_STATUS_CHANGE,,103,,,,
2025-09-17T05:56:39.922258,INFO,PolicyService,Device 105 status changed to Online.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-17T05:58:39.922258,INFO,AuthService,Device 107 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,107,,,,
2025-09-17T06:02:39.922258,INFO,PolicyService,Device 106 status changed to Online.,DEVICE_STATUS_CHANGE,,106,,,,
2025-09-17T06:06:39.922258,WARNING,NetworkMonitor,User 207 login attempt FAILED.,AUTH_ATTEMPT,207,,,192.168.124.97,10.150.209.123,FAILED
2025-09-17T06:10:39.922258,INFO,UI,User 209 viewed dashboard.,UI_ACTION,209,,,,,
2025-09-17T06:15:39.922258,DEBUG,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T06:25:39.922258,WARNING,NetworkMonitor,User 208 login attempt FAILED.,AUTH_ATTEMPT,208,,,192.168.57.63,10.20.194.43,FAILED
2025-09-17T06:34:39.922258,INFO,NetworkMonitor,Device 105 status changed to Offline.,DEVICE_STATUS_CHANGE,,105,,192.168.38.85,10.102.216.219,
2025-09-17T06:36:39.922258,WARNING,ReportGenerator,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T06:46:39.922258,WARNING,DeviceService,User 202 login attempt FAILED.,AUTH_ATTEMPT,202,,,,,FAILED
2025-09-17T06:50:39.922258,ERROR,DeviceService,User 202 clicked 'Add Device'.,UI_ACTION,202,,,,,
2025-09-17T06:57:39.922258,INFO,ReportGenerator,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-17T07:06:39.922258,DEBUG,DeviceService,User 208 clicked 'Add Device'.,UI_ACTION,208,,,,,
2025-09-17T07:13:39.922258,INFO,UI,Device 102 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,102,,,,
2025-09-17T07:23:39.922258,INFO,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T07:33:39.922258,ERROR,NetworkMonitor,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,192.168.128.99,10.25.101.87,
2025-09-17T07:39:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T07:46:39.922258,INFO,UI,User 204 viewed dashboard.,UI_ACTION,204,,,,,
2025-09-17T07:48:39.922258,INFO,ReportGenerator,User 204 made POST request to /policies.,API_CALL,204,,,,,
2025-09-17T07:58:39.922258,ERROR,AuthService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T08:06:39.922258,INFO,PolicyService,User 205 navigated to Policies.,UI_ACTION,205,,,,,
2025-09-17T08:07:39.922258,WARNING,AuthService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.95.58,10.80.47.200,
2025-09-17T08:17:39.922258,INFO,DeviceService,User 203 navigated to Policies.,UI_ACTION,203,,,,,
2025-09-17T08:26:39.922258,WARNING,UI,User 203 made POST request to /devices.,API_CALL,203,,,,,
2025-09-17T08:30:39.922258,DEBUG,UI,User 205 login attempt SUCCESS.,AUTH_ATTEMPT,205,,,,,SUCCESS
2025-09-17T08:37:39.922258,INFO,DeviceService,Policy 315 deployment to device 107 SUCCESS.,POLICY_DEPLOYMENT,,107,315,,,SUCCESS
2025-09-17T08:40:39.922258,DEBUG,NetworkMonitor,CPU usage normal.,SYSTEM_HEALTH,,,,192.168.110.51,10.146.107.64,
2025-09-17T08:49:39.922258,WARNING,DeviceService,User 209 login attempt FAILED.,AUTH_ATTEMPT,209,,,,,FAILED
2025-09-17T08:59:39.922258,ERROR,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T09:07:39.922258,DEBUG,UI,User 205 login attempt SUCCESS.,AUTH_ATTEMPT,205,,,,,SUCCESS
2025-09-17T09:09:39.922258,INFO,NetworkMonitor,Device 107 status changed to Offline.,DEVICE_STATUS_CHANGE,,107,,192.168.124.158,10.196.215.242,
2025-09-17T09:16:39.922258,INFO,AuthService,User 210 login attempt SUCCESS.,AUTH_ATTEMPT,210,,,,,SUCCESS
2025-09-17T09:23:39.922258,INFO,UI,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T09:32:39.922258,ERROR,UI,Network unreachable.,ERROR,,,,192.168.38.235,10.74.23.19,
2025-09-17T09:40:39.922258,INFO,UI,Policy 319 deployment to device 109 PENDING.,POLICY_DEPLOYMENT,,109,319,,,PENDING
2025-09-17T09:43:39.922258,WARNING,ReportGenerator,User 203 navigated to Policies.,UI_ACTION,203,,,,,
2025-09-17T09:53:39.922258,DEBUG,ReportGenerator,Device 105 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-17T10:00:39.922258,INFO,ReportGenerator,User 202 login attempt SUCCESS.,AUTH_ATTEMPT,202,,,,,SUCCESS
2025-09-17T10:10:39.922258,DEBUG,AuthService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T10:16:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T10:20:39.922258,DEBUG,ReportGenerator,Device 109 status changed to Offline.,DEVICE_STATUS_CHANGE,,109,,,,
2025-09-17T10:26:39.922258,WARNING,AuthService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.70.245,10.130.28.167,
2025-09-17T10:27:39.922258,DEBUG,NetworkMonitor,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,192.168.62.43,10.186.141.60,
2025-09-17T10:30:39.922258,INFO,UI,User 202 made POST request to /devices.,API_CALL,202,,,,,
2025-09-17T10:40:39.922258,WARNING,AuthService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T10:41:39.922258,WARNING,DeviceService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.62.78,10.72.227.50,
2025-09-17T10:46:39.922258,WARNING,AuthService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.124.134,10.128.197.159,
2025-09-17T10:52:39.922258,DEBUG,AuthService,User 207 made PUT request to /policies.,API_CALL,207,,,,,
2025-09-17T10:58:39.922258,WARNING,UI,User 208 clicked 'Add Device'.,UI_ACTION,208,,,,,
2025-09-17T11:03:39.922258,WARNING,UI,User 208 login attempt FAILED.,AUTH_ATTEMPT,208,,,,,FAILED
2025-09-17T11:04:39.922258,WARNING,UI,User 204 viewed dashboard.,UI_ACTION,204,,,,,
2025-09-17T11:07:39.922258,INFO,DeviceService,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T11:16:39.922258,WARNING,PolicyService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T11:19:39.922258,INFO,NetworkMonitor,User 203 login attempt SUCCESS.,AUTH_ATTEMPT,203,,,192.168.223.244,10.21.202.93,SUCCESS
2025-09-17T11:25:39.922258,WARNING,PolicyService,Device 107 status changed to Offline.,DEVICE_STATUS_CHANGE,,107,,,,
2025-09-17T11:32:39.922258,INFO,UI,User 202 made GET request to /users.,API_CALL,202,,,,,
2025-09-17T11:38:39.922258,ERROR,ReportGenerator,Database connection lost.,ERROR,,,,,,
2025-09-17T11:48:39.922258,INFO,AuthService,User 205 made PUT request to /users.,API_CALL,205,,,,,
2025-09-17T11:50:39.922258,ERROR,AuthService,User 205 clicked 'Add Device'.,UI_ACTION,205,,,,,
2025-09-17T11:55:39.922258,ERROR,UI,Device 103 status changed to Online.,DEVICE_STATUS_CHANGE,,103,,,,
2025-09-17T12:03:39.922258,WARNING,DeviceService,User 204 login attempt FAILED.,AUTH_ATTEMPT,204,,,,,FAILED
2025-09-17T12:10:39.922258,ERROR,UI,Policy 306 deployment to device 109 SUCCESS.,POLICY_DEPLOYMENT,,109,306,,,SUCCESS
2025-09-17T12:19:39.922258,ERROR,AuthService,User 207 login attempt SUCCESS.,AUTH_ATTEMPT,207,,,,,SUCCESS
2025-09-17T12:21:39.922258,DEBUG,ReportGenerator,User 203 clicked 'Add Device'.,UI_ACTION,203,,,,,
2025-09-17T12:29:39.922258,ERROR,ReportGenerator,Network unreachable.,ERROR,,,,192.168.90.165,10.248.247.42,
2025-09-17T12:39:39.922258,WARNING,PolicyService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T12:47:39.922258,ERROR,PolicyService,Policy 310 deployment to device 105 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,105,310,,,FAILED
2025-09-17T12:57:39.922258,WARNING,ReportGenerator,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T12:58:39.922258,ERROR,PolicyService,Policy 312 deployment to device 103 FAILED. Reason: Invalid rule syntax.,POLICY_DEPLOYMENT,,103,312,,,FAILED
2025-09-17T13:07:39.922258,INFO,NetworkMonitor,User 206 login attempt SUCCESS.,AUTH_ATTEMPT,206,,,192.168.103.106,10.63.24.10,SUCCESS
2025-09-17T13:14:39.922258,WARNING,AuthService,User 207 made GET request to /users.,API_CALL,207,,,,,
2025-09-17T13:22:39.922258,ERROR,UI,User 210 made PUT request to /devices.,API_CALL,210,,,,,
2025-09-17T13:31:39.922258,INFO,NetworkMonitor,Policy 319 deployment to device 103 PENDING.,POLICY_DEPLOYMENT,,103,319,192.168.144.225,10.228.209.169,PENDING
2025-09-17T13:39:39.922258,ERROR,PolicyService,Memory allocation failed.,ERROR,,,,,,
2025-09-17T13:43:39.922258,INFO,PolicyService,User 210 made PUT request to /policies.,API_CALL,210,,,,,
2025-09-17T13:49:39.922258,WARNING,AuthService,User 203 login attempt FAILED.,AUTH_ATTEMPT,203,,,,,FAILED
2025-09-17T13:50:39.922258,ERROR,PolicyService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T13:53:39.922258,DEBUG,NetworkMonitor,User 210 navigated to Policies.,UI_ACTION,210,,,192.168.228.160,10.88.108.88,
2025-09-17T14:02:39.922258,ERROR,AuthService,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T14:10:39.922258,ERROR,AuthService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T14:17:39.922258,INFO,AuthService,Device 110 status changed to Online.,DEVICE_STATUS_CHANGE,,110,,,,
2025-09-17T14:18:39.922258,ERROR,NetworkMonitor,User 201 made POST request to /devices.,API_CALL,201,,,192.168.126.34,10.48.80.13,
2025-09-17T14:24:39.922258,ERROR,ReportGenerator,User 201 made POST request to /policies.,API_CALL,201,,,,,
2025-09-17T14:28:39.922258,WARNING,NetworkMonitor,User 201 login attempt FAILED.,AUTH_ATTEMPT,201,,,192.168.32.196,10.98.16.229,FAILED
2025-09-17T14:34:39.922258,WARNING,NetworkMonitor,Disk space low.,SYSTEM_HEALTH,,,,192.168.28.215,10.17.73.118,
2025-09-17T14:38:39.922258,ERROR,NetworkMonitor,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,192.168.254.106,10.101.8.80,
2025-09-17T14:47:39.922258,WARNING,ReportGenerator,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T14:49:39.922258,WARNING,DeviceService,User 202 login attempt FAILED.,AUTH_ATTEMPT,202,,,,,FAILED
2025-09-17T14:54:39.922258,INFO,ReportGenerator,Device 110 status changed to Online.,DEVICE_STATUS_CHANGE,,110,,,,
2025-09-17T15:04:39.922258,INFO,NetworkMonitor,User 206 viewed dashboard.,UI_ACTION,206,,,192.168.107.3,10.245.22.176,
2025-09-17T15:14:39.922258,WARNING,AuthService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T15:17:39.922258,INFO,PolicyService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T15:18:39.922258,INFO,ReportGenerator,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T15:25:39.922258,ERROR,AuthService,User 202 made POST request to /users.,API_CALL,202,,,,,
2025-09-17T15:35:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T15:41:39.922258,INFO,PolicyService,User 206 clicked 'Add Device'.,UI_ACTION,206,,,,,
2025-09-17T15:45:39.922258,INFO,AuthService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T15:46:39.922258,ERROR,PolicyService,Memory allocation failed.,ERROR,,,,,,
2025-09-17T15:49:39.922258,ERROR,PolicyService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T15:55:39.922258,ERROR,DeviceService,User 204 viewed dashboard.,UI_ACTION,204,,,,,
2025-09-17T15:58:39.922258,INFO,DeviceService,User 201 made GET request to /devices.,API_CALL,201,,,,,
2025-09-17T16:02:39.922258,DEBUG,PolicyService,User 204 login attempt SUCCESS.,AUTH_ATTEMPT,204,,,,,SUCCESS
2025-09-17T16:06:39.922258,INFO,AuthService,User 208 login attempt SUCCESS.,AUTH_ATTEMPT,208,,,,,SUCCESS
2025-09-17T16:15:39.922258,DEBUG,AuthService,Policy 314 deployment to device 107 PENDING.,POLICY_DEPLOYMENT,,107,314,,,PENDING
2025-09-17T16:20:39.922258,WARNING,DeviceService,User 210 login attempt FAILED.,AUTH_ATTEMPT,210,,,,,FAILED
2025-09-17T16:28:39.922258,WARNING,DeviceService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T16:37:39.922258,INFO,AuthService,Policy 312 deployment to device 109 SUCCESS.,POLICY_DEPLOYMENT,,109,312,,,SUCCESS
2025-09-17T16:46:39.922258,WARNING,DeviceService,Network latency detected.,SYSTEM_HEALTH,,,,192.168.40.153,10.224.14.208,
2025-09-17T16:51:39.922258,ERROR,ReportGenerator,Memory allocation failed.,ERROR,,,,,,
2025-09-17T17:01:39.922258,INFO,AuthService,User 201 clicked 'Add Device'.,UI_ACTION,201,,,,,
2025-09-17T17:09:39.922258,ERROR,NetworkMonitor,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,192.168.44.53,10.94.163.110,
2025-09-17T17:18:39.922258,WARNING,AuthService,Policy 316 deployment to device 103 PENDING.,POLICY_DEPLOYMENT,,103,316,,,PENDING
2025-09-17T17:23:39.922258,INFO,ReportGenerator,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-17T17:33:39.922258,INFO,NetworkMonitor,User 206 viewed dashboard.,UI_ACTION,206,,,192.168.202.79,10.68.153.59,
2025-09-17T17:36:39.922258,ERROR,UI,Database connection lost.,ERROR,,,,,,
2025-09-17T17:41:39.922258,WARNING,NetworkMonitor,CPU usage normal.,SYSTEM_HEALTH,,,,192.168.224.15,10.0.44.201,
2025-09-17T17:46:39.922258,ERROR,ReportGenerator,Device 107 status changed to Maintenance.,DEVICE_STATUS_CHANGE,,107,,,,
2025-09-17T17:55:39.922258,ERROR,AuthService,Network unreachable.,ERROR,,,,192.168.211.89,10.136.110.158,
2025-09-17T18:02:39.922258,INFO,UI,Policy 309 deployment to device 109 SUCCESS.,POLICY_DEPLOYMENT,,109,309,,,SUCCESS
2025-09-17T18:08:39.922258,DEBUG,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T18:12:39.922258,ERROR,UI,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T18:18:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T18:20:39.922258,ERROR,PolicyService,Memory allocation failed.,ERROR,,,,,,
2025-09-17T18:30:39.922258,WARNING,NetworkMonitor,User 206 login attempt FAILED.,AUTH_ATTEMPT,206,,,192.168.33.94,10.133.243.142,FAILED
2025-09-17T18:31:39.922258,ERROR,NetworkMonitor,Database connection lost.,ERROR,,,,192.168.189.179,10.48.153.247,
2025-09-17T18:37:39.922258,WARNING,DeviceService,User 206 login attempt FAILED.,AUTH_ATTEMPT,206,,,,,FAILED
2025-09-17T18:39:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T18:40:39.922258,ERROR,PolicyService,Network unreachable.,ERROR,,,,192.168.74.81,10.156.132.118,
2025-09-17T18:43:39.922258,INFO,NetworkMonitor,User 202 login attempt SUCCESS.,AUTH_ATTEMPT,202,,,192.168.211.170,10.64.133.138,SUCCESS
2025-09-17T18:50:39.922258,INFO,AuthService,User 202 viewed dashboard.,UI_ACTION,202,,,,,
2025-09-17T18:58:39.922258,WARNING,ReportGenerator,Device 110 status changed to Offline.,DEVICE_STATUS_CHANGE,,110,,,,
2025-09-17T19:02:39.922258,ERROR,AuthService,Policy 320 deployment to device 105 PENDING.,POLICY_DEPLOYMENT,,105,320,,,PENDING
2025-09-17T19:11:39.922258,WARNING,AuthService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T19:17:39.922258,WARNING,ReportGenerator,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T19:27:39.922258,ERROR,NetworkMonitor,Network unreachable.,ERROR,,,,192.168.62.94,10.122.18.212,
2025-09-17T19:31:39.922258,ERROR,PolicyService,Network unreachable.,ERROR,,,,192.168.118.111,10.232.107.0,
2025-09-17T19:37:39.922258,ERROR,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T19:38:39.922258,ERROR,ReportGenerator,Device 101 status changed to Offline.,DEVICE_STATUS_CHANGE,,101,,,,
2025-09-17T19:44:39.922258,ERROR,ReportGenerator,Network unreachable.,ERROR,,,,192.168.153.207,10.3.167.179,
2025-09-17T19:52:39.922258,ERROR,DeviceService,Policy 310 deployment to device 103 FAILED. Reason: Invalid rule syntax.,POLICY_DEPLOYMENT,,103,310,,,FAILED
2025-09-17T19:54:39.922258,ERROR,AuthService,Network unreachable.,ERROR,,,,192.168.32.180,10.49.204.236,
2025-09-17T20:03:39.922258,ERROR,UI,Memory allocation failed.,ERROR,,,,,,
2025-09-17T20:09:39.922258,INFO,AuthService,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-17T20:15:39.922258,INFO,AuthService,Device 105 status changed to Online.,DEVICE_STATUS_CHANGE,,105,,,,
2025-09-17T20:16:39.922258,ERROR,UI,Policy 303 deployment to device 102 FAILED. Reason: Connection timed out.,POLICY_DEPLOYMENT,,102,303,,,FAILED
2025-09-17T20:23:39.922258,ERROR,PolicyService,Memory allocation failed.,ERROR,,,,,,
2025-09-17T20:30:39.922258,WARNING,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T20:38:39.922258,DEBUG,NetworkMonitor,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,192.168.187.17,10.87.3.31,
2025-09-17T20:43:39.922258,INFO,DeviceService,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T20:45:39.922258,WARNING,ReportGenerator,User 207 login attempt FAILED.,AUTH_ATTEMPT,207,,,,,FAILED
2025-09-17T20:48:39.922258,ERROR,PolicyService,CPU usage normal.,SYSTEM_HEALTH,,,,,,
2025-09-17T20:57:39.922258,INFO,PolicyService,User 201 login attempt SUCCESS.,AUTH_ATTEMPT,201,,,,,SUCCESS
2025-09-17T21:07:39.922258,WARNING,UI,User 204 made PUT request to /policies.,API_CALL,204,,,,,
2025-09-17T21:13:39.922258,INFO,ReportGenerator,User 206 login attempt SUCCESS.,AUTH_ATTEMPT,206,,,,,SUCCESS
2025-09-17T21:15:39.922258,WARNING,ReportGenerator,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T21:23:39.922258,WARNING,DeviceService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T21:30:39.922258,WARNING,UI,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T21:33:39.922258,DEBUG,NetworkMonitor,User 206 clicked 'Add Device'.,UI_ACTION,206,,,192.168.96.186,10.66.43.150,
2025-09-17T21:42:39.922258,INFO,AuthService,User 201 login attempt SUCCESS.,AUTH_ATTEMPT,201,,,,,SUCCESS
2025-09-17T21:45:39.922258,WARNING,PolicyService,User 207 login attempt SUCCESS.,AUTH_ATTEMPT,207,,,,,SUCCESS
2025-09-17T21:55:39.922258,INFO,NetworkMonitor,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,192.168.1.204,10.68.100.193,
2025-09-17T22:00:39.922258,INFO,NetworkMonitor,Device 108 status changed to Online.,DEVICE_STATUS_CHANGE,,108,,192.168.73.37,10.51.110.56,
2025-09-17T22:08:39.922258,WARNING,PolicyService,User 208 login attempt FAILED.,AUTH_ATTEMPT,208,,,,,FAILED
2025-09-17T22:17:39.922258,ERROR,NetworkMonitor,Memory allocation failed.,ERROR,,,,192.168.58.141,10.67.109.154,
2025-09-17T22:19:39.922258,ERROR,NetworkMonitor,Unhandled exception in PolicyService.,ERROR,,,,192.168.197.94,10.242.194.153,
2025-09-17T22:26:39.922258,ERROR,PolicyService,User 206 login attempt SUCCESS.,AUTH_ATTEMPT,206,,,,,SUCCESS
2025-09-17T22:34:39.922258,INFO,DeviceService,User 202 login attempt SUCCESS.,AUTH_ATTEMPT,202,,,,,SUCCESS
2025-09-17T22:35:39.922258,INFO,ReportGenerator,User 206 viewed dashboard.,UI_ACTION,206,,,,,
2025-09-17T22:38:39.922258,INFO,NetworkMonitor,Device 107 status changed to Offline.,DEVICE_STATUS_CHANGE,,107,,192.168.85.136,10.4.174.13,
2025-09-17T22:43:39.922258,ERROR,UI,Report 'Audit Log Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T22:51:39.922258,INFO,NetworkMonitor,User 204 made DELETE request to /users.,API_CALL,204,,,192.168.60.196,10.21.143.235,
2025-09-17T22:56:39.922258,INFO,ReportGenerator,User 203 made POST request to /devices.,API_CALL,203,,,,,
2025-09-17T23:01:39.922258,WARNING,AuthService,User 204 made GET request to /users.,API_CALL,204,,,,,
2025-09-17T23:08:39.922258,ERROR,ReportGenerator,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T23:10:39.922258,INFO,ReportGenerator,Report 'Compliance Report' generated.,REPORT_GENERATION,,,,,,
2025-09-17T23:15:39.922258,ERROR,DeviceService,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T23:17:39.922258,ERROR,NetworkMonitor,User 206 login attempt SUCCESS.,AUTH_ATTEMPT,206,,,192.168.119.250,10.138.197.124,SUCCESS
2025-09-17T23:19:39.922258,INFO,PolicyService,Device 106 status changed to Online.,DEVICE_STATUS_CHANGE,,106,,,,
2025-09-17T23:20:39.922258,WARNING,PolicyService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T23:28:39.922258,ERROR,ReportGenerator,Unhandled exception in PolicyService.,ERROR,,,,,,
2025-09-17T23:30:39.922258,WARNING,AuthService,Disk space low.,SYSTEM_HEALTH,,,,,,
2025-09-17T23:35:39.922258,ERROR,PolicyService,User 201 viewed dashboard.,UI_ACTION,201,,,,,
2025-09-17T23:44:39.922258,WARNING,ReportGenerator,Disk space low.,SYSTEM_HEALTH,,,,,,
